name,index,slug,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date
Jamal Murray,1828,murraja01,DENVER NUGGETS,AWAY,PHOENIX SUNS,LOSS,2024,4,17,2,6,2,3,3,6,5,3,0,4,2,6.9,2019-01-12
Jamal Murray,1934,murraja01,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2005,9,18,1,5,5,5,0,4,3,1,0,2,3,16.1,2019-01-13
Jamal Murray,2185,murraja01,DENVER NUGGETS,HOME,GOLDEN STATE WARRIORS,LOSS,1869,8,16,4,7,1,1,0,3,4,0,1,0,1,17.0,2019-01-15
Jamal Murray,2489,murraja01,DENVER NUGGETS,HOME,CHICAGO BULLS,WIN,1744,8,16,7,11,2,2,1,1,5,0,0,1,2,19.7,2019-01-17
Jamal Murray,2779,murraja01,DENVER NUGGETS,HOME,CLEVELAND CAVALIERS,WIN,1496,8,14,4,7,6,6,0,2,5,0,0,2,2,20.7,2019-01-19
Jamal Murray,3556,murraja01,DENVER NUGGETS,AWAY,UTAH JAZZ,LOSS,1707,3,11,1,2,2,3,0,0,3,0,0,2,4,0.6,2019-01-23
Jamal Murray,3708,murraja01,DENVER NUGGETS,HOME,PHOENIX SUNS,WIN,1397,5,9,3,5,0,0,1,1,5,0,0,0,2,12.4,2019-01-25
Jamal Murray,5442,murraja01,DENVER NUGGETS,AWAY,BROOKLYN NETS,LOSS,1916,8,17,2,4,1,1,1,2,11,1,0,2,2,17.5,2019-02-06
Jamal Murray,5715,murraja01,DENVER NUGGETS,AWAY,PHILADELPHIA 76ERS,LOSS,2141,9,20,2,8,3,3,1,4,6,0,1,1,0,18.4,2019-02-08
Jamal Murray,6293,murraja01,DENVER NUGGETS,HOME,MIAMI HEAT,WIN,2020,3,12,3,6,1,1,0,1,5,3,0,4,3,4.4,2019-02-11
Jamal Murray,6620,murraja01,DENVER NUGGETS,HOME,SACRAMENTO KINGS,WIN,1874,3,8,2,5,2,2,0,2,4,0,0,3,3,4.8,2019-02-13
Jamal Murray,6967,murraja01,DENVER NUGGETS,AWAY,DALLAS MAVERICKS,WIN,1997,5,16,2,7,0,0,1,4,4,3,1,1,3,9.0,2019-02-22
Jamal Murray,7339,murraja01,DENVER NUGGETS,HOME,LOS ANGELES CLIPPERS,WIN,1466,6,12,2,6,2,3,0,4,6,1,0,3,3,11.8,2019-02-24
Jamal Murray,7627,murraja01,DENVER NUGGETS,HOME,OKLAHOMA CITY THUNDER,WIN,1969,8,15,4,7,0,0,2,3,5,0,0,1,3,16.3,2019-02-26
Jamal Murray,7946,murraja01,DENVER NUGGETS,HOME,UTAH JAZZ,LOSS,1921,8,16,4,8,1,4,0,4,3,0,0,0,5,13.1,2019-02-28
Jamal Murray,8206,murraja01,DENVER NUGGETS,HOME,NEW ORLEANS PELICANS,LOSS,1909,5,15,1,7,9,9,2,1,4,1,0,1,2,15.2,2019-03-02
Jamal Murray,8552,murraja01,DENVER NUGGETS,AWAY,SAN ANTONIO SPURS,LOSS,1700,8,19,6,10,3,3,0,2,8,1,0,4,3,16.9,2019-03-04
Jamal Murray,8855,murraja01,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1973,8,20,3,9,0,0,0,8,4,0,0,2,1,11.0,2019-03-06
Jamal Murray,9153,murraja01,DENVER NUGGETS,AWAY,GOLDEN STATE WARRIORS,LOSS,1368,4,10,2,3,1,1,0,0,3,0,0,1,2,5.9,2019-03-08
Jamal Murray,9699,murraja01,DENVER NUGGETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1893,10,16,4,6,6,6,1,2,1,3,0,1,0,26.8,2019-03-12
Jamal Murray,10009,murraja01,DENVER NUGGETS,HOME,DALLAS MAVERICKS,WIN,2285,4,13,2,7,2,2,2,3,7,1,0,0,1,12.3,2019-03-14
Jamal Murray,10327,murraja01,DENVER NUGGETS,HOME,INDIANA PACERS,WIN,2192,7,15,1,7,2,2,0,3,3,1,0,1,3,11.1,2019-03-16
Jamal Murray,10720,murraja01,DENVER NUGGETS,AWAY,BOSTON CELTICS,WIN,1721,5,11,1,3,0,0,1,3,2,0,0,3,0,5.3,2019-03-18
Jamal Murray,11154,murraja01,DENVER NUGGETS,AWAY,WASHINGTON WIZARDS,WIN,1563,7,14,1,4,0,0,0,4,2,0,2,1,3,9.8,2019-03-21
Jamal Murray,11244,murraja01,DENVER NUGGETS,AWAY,NEW YORK KNICKS,WIN,1985,7,16,1,6,3,3,1,4,5,2,2,0,2,17.6,2019-03-22
Jamal Murray,11712,murraja01,DENVER NUGGETS,AWAY,INDIANA PACERS,LOSS,1676,2,12,0,3,0,0,2,3,5,1,0,4,1,-1.2,2019-03-24
Jamal Murray,11812,murraja01,DENVER NUGGETS,HOME,DETROIT PISTONS,WIN,2299,12,19,3,7,6,7,0,3,5,1,0,3,5,24.5,2019-03-26
Jamal Murray,12135,murraja01,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,1581,7,14,0,2,6,7,1,3,3,2,0,0,1,17.9,2019-03-28
Jamal Murray,12301,murraja01,DENVER NUGGETS,AWAY,OKLAHOMA CITY THUNDER,WIN,2011,11,20,3,9,2,2,0,5,9,1,0,0,1,25.8,2019-03-29
Jamal Murray,12666,murraja01,DENVER NUGGETS,HOME,WASHINGTON WIZARDS,LOSS,1297,4,8,2,5,2,2,0,2,2,0,1,1,2,8.9,2019-03-31
James Ennis,349,ennisja01,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,WIN,499,1,2,0,1,1,4,1,1,2,0,0,0,2,2.4,2019-01-03
James Ennis,715,ennisja01,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,713,1,2,0,1,0,0,0,0,0,0,0,0,1,0.6,2019-01-05
James Ennis,1017,ennisja01,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,853,2,3,1,2,0,0,1,3,2,0,0,2,4,3.1,2019-01-07
James Ennis,1390,ennisja01,HOUSTON ROCKETS,HOME,MILWAUKEE BUCKS,LOSS,649,1,1,1,1,0,0,0,1,0,0,0,0,0,3.0,2019-01-09
James Ennis,1623,ennisja01,HOUSTON ROCKETS,HOME,CLEVELAND CAVALIERS,WIN,1203,2,4,1,3,2,3,2,2,1,2,1,1,0,9.0,2019-01-11
James Ennis,2036,ennisja01,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,914,1,2,0,0,0,2,0,2,0,0,0,1,1,-0.6,2019-01-13
James Ennis,2146,ennisja01,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,980,0,0,0,0,0,0,0,1,0,1,0,0,0,1.3,2019-01-14
James Ennis,2808,ennisja01,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,1646,6,9,4,6,2,2,1,2,1,0,1,1,4,14.2,2019-01-19
James Ennis,3150,ennisja01,HOUSTON ROCKETS,AWAY,PHILADELPHIA 76ERS,LOSS,1842,2,7,0,1,3,3,1,3,2,4,0,1,3,7.7,2019-01-21
James Ennis,3488,ennisja01,HOUSTON ROCKETS,AWAY,NEW YORK KNICKS,WIN,1613,2,5,1,4,3,4,1,1,0,1,2,1,4,5.7,2019-01-23
James Ennis,3761,ennisja01,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,WIN,1638,2,4,0,2,1,1,3,5,0,2,0,1,3,6.4,2019-01-25
James Ennis,4072,ennisja01,HOUSTON ROCKETS,HOME,ORLANDO MAGIC,WIN,1359,1,1,0,0,2,2,0,4,1,1,1,0,1,6.9,2019-01-27
James Ennis,4327,ennisja01,HOUSTON ROCKETS,HOME,NEW ORLEANS PELICANS,LOSS,1262,3,5,3,4,0,0,1,3,1,0,0,0,2,8.2,2019-01-29
James Ennis,4760,ennisja01,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1471,3,5,1,3,2,2,1,1,0,0,0,0,3,6.5,2019-02-01
James Ennis,4930,ennisja01,HOUSTON ROCKETS,AWAY,UTAH JAZZ,WIN,1803,4,8,0,2,2,2,2,3,0,1,0,1,2,7.5,2019-02-02
James Ennis,5172,ennisja01,HOUSTON ROCKETS,AWAY,PHOENIX SUNS,WIN,2048,5,11,3,8,0,0,1,1,2,4,0,0,3,12.5,2019-02-04
James Ennis,5523,ennisja01,HOUSTON ROCKETS,AWAY,SACRAMENTO KINGS,WIN,1695,1,5,0,2,2,2,0,6,1,1,1,0,3,3.9,2019-02-06
James Ennis,5767,ennisja01,PHILADELPHIA 76ERS,HOME,DENVER NUGGETS,WIN,877,2,3,2,2,0,0,0,3,2,1,0,0,0,8.0,2019-02-08
James Ennis,6173,ennisja01,PHILADELPHIA 76ERS,HOME,LOS ANGELES LAKERS,WIN,1025,0,5,0,2,0,0,0,2,0,0,0,0,4,-4.5,2019-02-10
James Ennis,6662,ennisja01,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,465,1,3,0,2,0,0,0,0,2,0,0,0,1,1.3,2019-02-13
James Ennis,6879,ennisja01,PHILADELPHIA 76ERS,HOME,MIAMI HEAT,WIN,483,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7,2019-02-21
James Ennis,7298,ennisja01,PHILADELPHIA 76ERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,433,0,2,0,1,2,2,0,0,0,0,0,1,1,-0.8,2019-02-23
James Ennis,8010,ennisja01,PHILADELPHIA 76ERS,AWAY,OKLAHOMA CITY THUNDER,WIN,980,2,6,0,2,0,0,2,1,0,0,0,1,0,1.3,2019-02-28
James Ennis,8847,ennisja01,PHILADELPHIA 76ERS,AWAY,CHICAGO BULLS,LOSS,1040,5,7,1,2,0,0,2,5,0,0,2,0,0,12.4,2019-03-06
James Ennis,9169,ennisja01,PHILADELPHIA 76ERS,AWAY,HOUSTON ROCKETS,LOSS,819,1,5,0,2,4,4,3,4,0,0,0,1,2,4.4,2019-03-08
James Ennis,9468,ennisja01,PHILADELPHIA 76ERS,HOME,INDIANA PACERS,WIN,1033,2,5,1,3,3,4,2,3,0,1,0,0,3,7.0,2019-03-10
James Ennis,9742,ennisja01,PHILADELPHIA 76ERS,HOME,CLEVELAND CAVALIERS,WIN,1330,6,7,0,1,0,0,4,3,2,0,1,3,4,10.7,2019-03-12
James Ennis,10242,ennisja01,PHILADELPHIA 76ERS,HOME,SACRAMENTO KINGS,WIN,1161,0,3,0,2,2,2,2,1,1,0,0,0,4,0.7,2019-03-15
James Ennis,10572,ennisja01,PHILADELPHIA 76ERS,AWAY,MILWAUKEE BUCKS,WIN,945,2,5,2,4,0,0,0,2,0,0,0,1,4,1.3,2019-03-17
James Ennis,10831,ennisja01,PHILADELPHIA 76ERS,AWAY,CHARLOTTE HORNETS,WIN,1347,6,9,2,4,0,1,1,3,0,0,1,0,4,10.4,2019-03-19
James Ennis,11075,ennisja01,PHILADELPHIA 76ERS,HOME,BOSTON CELTICS,WIN,985,1,2,0,0,0,0,0,2,1,0,0,0,3,1.1,2019-03-20
James Ennis,11463,ennisja01,PHILADELPHIA 76ERS,AWAY,ATLANTA HAWKS,LOSS,935,2,5,1,3,3,4,1,3,0,1,0,0,4,5.9,2019-03-23
James Ennis,12544,ennisja01,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,WIN,995,2,6,1,3,0,2,2,5,1,0,0,0,1,4.0,2019-03-30
James Harden,300,hardeja01,HOUSTON ROCKETS,AWAY,GOLDEN STATE WARRIORS,WIN,2641,13,32,10,23,8,9,2,8,15,1,2,7,4,34.5,2019-01-03
James Harden,597,hardeja01,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2219,13,35,5,17,7,7,0,5,7,1,1,7,4,18.2,2019-01-05
James Harden,899,hardeja01,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,2392,7,18,6,15,12,15,0,5,14,1,1,6,4,26.4,2019-01-07
James Harden,1244,hardeja01,HOUSTON ROCKETS,HOME,MILWAUKEE BUCKS,LOSS,2454,13,30,6,16,10,11,1,10,6,2,1,9,4,25.8,2019-01-09
James Harden,1543,hardeja01,HOUSTON ROCKETS,HOME,CLEVELAND CAVALIERS,WIN,1774,12,24,8,16,11,11,0,10,12,2,2,4,2,41.0,2019-01-11
James Harden,1911,hardeja01,HOUSTON ROCKETS,AWAY,ORLANDO MAGIC,LOSS,2581,11,32,1,17,15,16,2,7,12,4,0,4,3,30.3,2019-01-13
James Harden,2047,hardeja01,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,2046,17,33,6,15,17,18,2,7,2,2,1,5,4,41.3,2019-01-14
James Harden,2311,hardeja01,HOUSTON ROCKETS,HOME,BROOKLYN NETS,LOSS,2702,16,34,5,19,21,23,1,9,6,1,1,4,5,43.1,2019-01-16
James Harden,2765,hardeja01,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,2528,14,30,8,19,12,15,3,5,6,4,1,6,3,36.7,2019-01-19
James Harden,3057,hardeja01,HOUSTON ROCKETS,AWAY,PHILADELPHIA 76ERS,LOSS,1849,12,26,6,13,7,8,2,4,3,1,2,6,4,22.7,2019-01-21
James Harden,3378,hardeja01,HOUSTON ROCKETS,AWAY,NEW YORK KNICKS,WIN,2400,17,38,5,20,22,25,6,9,4,5,0,5,3,48.5,2019-01-23
James Harden,3668,hardeja01,HOUSTON ROCKETS,HOME,TORONTO RAPTORS,WIN,2418,9,25,2,13,15,15,0,2,7,0,1,4,2,22.5,2019-01-25
James Harden,3969,hardeja01,HOUSTON ROCKETS,HOME,ORLANDO MAGIC,WIN,2229,14,27,4,12,8,9,1,10,6,1,3,5,3,31.1,2019-01-27
James Harden,4266,hardeja01,HOUSTON ROCKETS,HOME,NEW ORLEANS PELICANS,LOSS,2367,11,32,6,18,9,10,2,9,6,4,1,5,1,26.2,2019-01-29
James Harden,4711,hardeja01,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,2232,9,21,7,14,5,9,2,4,9,2,1,5,2,23.1,2019-02-01
James Harden,4814,hardeja01,HOUSTON ROCKETS,AWAY,UTAH JAZZ,WIN,2382,12,22,4,12,15,15,0,12,5,6,4,5,4,41.7,2019-02-02
James Harden,5135,hardeja01,HOUSTON ROCKETS,AWAY,PHOENIX SUNS,WIN,2308,15,26,5,13,9,11,0,8,6,3,1,3,3,37.1,2019-02-04
James Harden,5426,hardeja01,HOUSTON ROCKETS,AWAY,SACRAMENTO KINGS,WIN,1898,13,26,8,13,2,2,2,4,1,2,1,2,4,25.4,2019-02-06
James Harden,5873,hardeja01,HOUSTON ROCKETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2232,11,28,6,16,14,15,0,2,1,1,0,5,2,22.9,2019-02-09
James Harden,6179,hardeja01,HOUSTON ROCKETS,HOME,DALLAS MAVERICKS,WIN,2133,9,23,6,17,7,7,1,7,7,5,0,5,1,25.8,2019-02-11
James Harden,6476,hardeja01,HOUSTON ROCKETS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2381,15,34,8,22,4,4,2,3,6,0,0,6,2,23.9,2019-02-13
James Harden,6788,hardeja01,HOUSTON ROCKETS,AWAY,LOS ANGELES LAKERS,LOSS,2202,11,24,2,10,6,7,0,6,6,1,1,8,6,14.5,2019-02-21
James Harden,7436,hardeja01,HOUSTON ROCKETS,HOME,ATLANTA HAWKS,WIN,2135,7,21,0,10,14,16,0,5,4,1,0,6,1,14.2,2019-02-25
James Harden,7702,hardeja01,HOUSTON ROCKETS,AWAY,CHARLOTTE HORNETS,WIN,2145,10,29,1,11,9,9,0,3,7,2,1,1,2,20.4,2019-02-27
James Harden,7912,hardeja01,HOUSTON ROCKETS,HOME,MIAMI HEAT,WIN,2632,16,32,8,18,18,18,2,5,10,4,1,4,1,52.2,2019-02-28
James Harden,8368,hardeja01,HOUSTON ROCKETS,AWAY,BOSTON CELTICS,WIN,2334,14,31,6,18,8,9,0,7,4,2,1,4,6,26.7,2019-03-03
James Harden,8681,hardeja01,HOUSTON ROCKETS,AWAY,TORONTO RAPTORS,WIN,2208,12,30,3,9,8,8,0,1,3,3,0,1,4,21.6,2019-03-05
James Harden,9058,hardeja01,HOUSTON ROCKETS,HOME,PHILADELPHIA 76ERS,WIN,1932,11,22,3,11,6,7,0,10,7,2,0,5,3,23.3,2019-03-08
James Harden,9497,hardeja01,HOUSTON ROCKETS,AWAY,DALLAS MAVERICKS,WIN,2035,7,25,3,15,3,3,1,4,4,0,1,5,5,3.7,2019-03-10
James Harden,9563,hardeja01,HOUSTON ROCKETS,HOME,CHARLOTTE HORNETS,WIN,2100,7,21,3,9,11,12,1,5,10,3,0,4,3,22.7,2019-03-11
James Harden,9847,hardeja01,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,2244,10,23,2,12,7,9,0,3,10,3,0,2,1,24.6,2019-03-13
James Harden,10104,hardeja01,HOUSTON ROCKETS,HOME,PHOENIX SUNS,WIN,2502,12,25,3,11,14,17,0,9,11,6,3,6,3,38.4,2019-03-15
James Harden,10489,hardeja01,HOUSTON ROCKETS,HOME,MINNESOTA TIMBERWOLVES,WIN,1908,8,24,4,12,0,0,0,2,10,1,0,3,4,10.4,2019-03-17
James Harden,10793,hardeja01,HOUSTON ROCKETS,AWAY,ATLANTA HAWKS,WIN,2008,8,18,4,11,11,12,0,8,10,1,1,4,1,27.9,2019-03-19
James Harden,10919,hardeja01,HOUSTON ROCKETS,AWAY,MEMPHIS GRIZZLIES,LOSS,2737,18,39,9,17,12,12,1,6,8,2,2,3,3,44.2,2019-03-20
James Harden,11228,hardeja01,HOUSTON ROCKETS,HOME,SAN ANTONIO SPURS,WIN,2200,19,34,9,13,14,17,2,5,1,3,0,3,3,46.0,2019-03-22
James Harden,11558,hardeja01,HOUSTON ROCKETS,AWAY,NEW ORLEANS PELICANS,WIN,1733,10,19,6,12,2,2,0,3,4,1,1,6,1,17.7,2019-03-24
James Harden,11865,hardeja01,HOUSTON ROCKETS,AWAY,MILWAUKEE BUCKS,LOSS,2275,9,26,1,9,4,5,0,10,7,0,2,4,4,11.7,2019-03-26
James Harden,12121,hardeja01,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,1940,10,22,5,11,13,14,2,4,6,1,1,4,2,29.9,2019-03-28
James Harden,12426,hardeja01,HOUSTON ROCKETS,HOME,SACRAMENTO KINGS,WIN,2267,13,31,7,23,17,18,1,10,10,0,0,3,1,40.4,2019-03-30
James Johnson,171,johnsja01,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,991,4,8,3,4,0,0,0,1,2,1,0,0,2,8.9,2019-01-02
James Johnson,448,johnsja01,MIAMI HEAT,HOME,WASHINGTON WIZARDS,WIN,1652,6,12,3,6,2,2,0,4,0,0,0,2,2,9.4,2019-01-04
James Johnson,820,johnsja01,MIAMI HEAT,AWAY,ATLANTA HAWKS,LOSS,1125,3,7,1,3,0,0,2,2,3,0,0,0,3,6.2,2019-01-06
James Johnson,1224,johnsja01,MIAMI HEAT,HOME,DENVER NUGGETS,LOSS,976,1,4,1,3,0,0,0,3,0,0,0,2,0,-0.5,2019-01-08
James Johnson,1503,johnsja01,MIAMI HEAT,HOME,BOSTON CELTICS,WIN,1170,5,15,1,4,1,2,1,4,3,0,1,1,3,5.6,2019-01-10
James Johnson,1840,johnsja01,MIAMI HEAT,HOME,MEMPHIS GRIZZLIES,WIN,821,3,5,0,1,1,2,0,1,3,0,1,0,4,5.8,2019-01-12
James Johnson,2281,johnsja01,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,LOSS,1283,0,0,0,0,0,0,0,6,0,0,2,1,1,1.8,2019-01-15
James Johnson,2713,johnsja01,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1842,3,7,1,3,0,0,0,3,5,1,0,4,2,3.9,2019-01-18
James Johnson,2850,johnsja01,MIAMI HEAT,AWAY,CHICAGO BULLS,WIN,1508,3,6,1,1,3,3,0,3,2,1,0,1,1,8.9,2019-01-19
James Johnson,3212,johnsja01,MIAMI HEAT,AWAY,BOSTON CELTICS,LOSS,1095,3,7,2,3,0,0,1,2,4,0,1,5,2,3.3,2019-01-21
James Johnson,3539,johnsja01,MIAMI HEAT,HOME,LOS ANGELES CLIPPERS,LOSS,1534,1,5,1,2,0,0,1,1,1,0,1,0,1,1.9,2019-01-23
James Johnson,3758,johnsja01,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,1436,1,3,1,1,2,2,0,2,2,1,1,0,1,6.6,2019-01-25
James Johnson,4064,johnsja01,MIAMI HEAT,AWAY,NEW YORK KNICKS,WIN,1799,6,13,1,6,0,0,0,2,3,2,0,2,2,8.2,2019-01-27
James Johnson,4554,johnsja01,MIAMI HEAT,HOME,CHICAGO BULLS,LOSS,1079,1,6,0,2,0,0,1,1,4,1,0,1,3,0.8,2019-01-30
James Johnson,4765,johnsja01,MIAMI HEAT,HOME,OKLAHOMA CITY THUNDER,LOSS,1226,3,7,1,3,1,1,0,3,4,0,0,2,0,6.0,2019-02-01
James Johnson,5064,johnsja01,MIAMI HEAT,HOME,INDIANA PACERS,LOSS,679,1,3,0,1,0,0,1,0,1,0,0,3,2,-2.1,2019-02-02
James Johnson,5302,johnsja01,MIAMI HEAT,AWAY,PORTLAND TRAIL BLAZERS,WIN,1599,6,11,1,3,2,2,0,6,3,2,3,2,2,14.9,2019-02-05
James Johnson,5775,johnsja01,MIAMI HEAT,AWAY,SACRAMENTO KINGS,LOSS,1237,3,7,1,2,2,4,0,3,4,2,0,3,2,6.4,2019-02-08
James Johnson,6170,johnsja01,MIAMI HEAT,AWAY,GOLDEN STATE WARRIORS,LOSS,1148,1,6,0,2,0,0,0,2,1,1,0,2,4,-3.1,2019-02-10
James Johnson,6210,johnsja01,MIAMI HEAT,AWAY,DENVER NUGGETS,LOSS,1641,5,9,2,5,2,2,0,6,2,1,3,1,1,14.6,2019-02-11
James Johnson,6549,johnsja01,MIAMI HEAT,AWAY,DALLAS MAVERICKS,WIN,1570,5,7,2,2,0,1,0,4,3,1,0,2,3,9.8,2019-02-13
James Johnson,6855,johnsja01,MIAMI HEAT,AWAY,PHILADELPHIA 76ERS,LOSS,423,1,2,0,0,1,2,0,1,0,0,0,0,1,1.5,2019-02-21
James Johnson,10522,johnsja01,MIAMI HEAT,HOME,CHARLOTTE HORNETS,WIN,1026,2,4,2,3,0,0,0,3,3,0,1,1,1,6.3,2019-03-17
James Johnson,10629,johnsja01,MIAMI HEAT,AWAY,OKLAHOMA CITY THUNDER,WIN,1300,5,8,0,2,4,4,1,2,2,3,2,0,2,16.7,2019-03-18
James Johnson,10974,johnsja01,MIAMI HEAT,AWAY,SAN ANTONIO SPURS,WIN,1617,5,8,3,5,0,0,0,5,4,2,0,1,4,13.1,2019-03-20
James Johnson,11368,johnsja01,MIAMI HEAT,AWAY,MILWAUKEE BUCKS,LOSS,1506,1,7,0,4,2,4,0,1,2,0,0,1,3,-1.8,2019-03-22
James Johnson,11458,johnsja01,MIAMI HEAT,AWAY,WASHINGTON WIZARDS,WIN,1380,5,11,1,4,2,4,2,3,0,0,1,2,2,6.7,2019-03-23
James Johnson,11967,johnsja01,MIAMI HEAT,HOME,ORLANDO MAGIC,LOSS,1262,0,4,0,1,0,0,0,7,3,1,0,0,1,2.0,2019-03-26
James Johnson,12191,johnsja01,MIAMI HEAT,HOME,DALLAS MAVERICKS,WIN,1776,3,5,2,3,1,2,1,2,2,0,2,1,4,7.8,2019-03-28
James Johnson,12591,johnsja01,MIAMI HEAT,AWAY,NEW YORK KNICKS,WIN,1399,2,8,1,5,0,0,1,2,2,0,0,2,2,0.1,2019-03-30
James Nunnally,277,nunnaja01,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-01-02
James Nunnally,559,nunnaja01,MINNESOTA TIMBERWOLVES,HOME,ORLANDO MAGIC,WIN,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-01-04
James Nunnally,2428,nunnaja01,HOUSTON ROCKETS,HOME,BROOKLYN NETS,LOSS,1472,3,8,3,7,0,0,0,1,2,0,0,0,5,4.3,2019-01-16
James Nunnally,2981,nunnaja01,HOUSTON ROCKETS,HOME,LOS ANGELES LAKERS,WIN,779,0,5,0,5,0,0,0,0,0,0,0,0,1,-3.9,2019-01-19
Jared Dudley,219,dudleja01,BROOKLYN NETS,HOME,NEW ORLEANS PELICANS,WIN,1424,3,5,2,3,0,0,0,2,0,1,0,1,2,5.5,2019-01-02
Jared Dudley,573,dudleja01,BROOKLYN NETS,AWAY,MEMPHIS GRIZZLIES,WIN,1548,0,4,0,2,0,0,0,1,0,1,0,1,1,-2.9,2019-01-04
Jared Dudley,784,dudleja01,BROOKLYN NETS,AWAY,CHICAGO BULLS,WIN,1188,4,5,2,3,0,0,0,0,4,1,0,0,2,11.1,2019-01-06
Jared Dudley,1070,dudleja01,BROOKLYN NETS,AWAY,BOSTON CELTICS,LOSS,1040,0,3,0,2,0,0,0,6,0,0,0,3,2,-4.1,2019-01-07
Jared Dudley,1436,dudleja01,BROOKLYN NETS,HOME,ATLANTA HAWKS,WIN,941,0,2,0,2,0,0,0,2,1,0,2,1,1,-0.1,2019-01-09
Jared Dudley,6864,dudleja01,BROOKLYN NETS,HOME,PORTLAND TRAIL BLAZERS,LOSS,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-02-21
Jared Dudley,7854,dudleja01,BROOKLYN NETS,HOME,WASHINGTON WIZARDS,LOSS,802,2,3,1,2,0,0,0,0,1,0,0,1,2,2.6,2019-02-27
Jared Dudley,8345,dudleja01,BROOKLYN NETS,AWAY,MIAMI HEAT,LOSS,444,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.4,2019-03-02
Jared Dudley,8652,dudleja01,BROOKLYN NETS,HOME,DALLAS MAVERICKS,WIN,447,0,0,0,0,0,0,0,4,0,0,0,0,0,1.2,2019-03-04
Jared Dudley,9685,dudleja01,BROOKLYN NETS,HOME,DETROIT PISTONS,WIN,904,0,2,0,2,0,0,0,2,1,0,0,0,2,-0.9,2019-03-11
Jared Dudley,9919,dudleja01,BROOKLYN NETS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1097,2,3,2,2,0,0,0,0,0,1,0,1,1,4.3,2019-03-13
Jared Dudley,10405,dudleja01,BROOKLYN NETS,AWAY,UTAH JAZZ,LOSS,871,0,0,0,0,0,0,1,0,1,1,0,0,1,2.0,2019-03-16
Jared Dudley,10869,dudleja01,BROOKLYN NETS,AWAY,SACRAMENTO KINGS,WIN,720,2,4,2,2,0,0,0,3,1,1,0,1,3,4.4,2019-03-19
Jared Dudley,11357,dudleja01,BROOKLYN NETS,AWAY,LOS ANGELES LAKERS,WIN,1003,0,1,0,1,0,0,0,0,2,0,0,0,2,-0.1,2019-03-22
Jared Dudley,11738,dudleja01,BROOKLYN NETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2106,6,8,2,3,1,1,0,5,3,0,2,0,4,15.2,2019-03-25
Jared Dudley,12221,dudleja01,BROOKLYN NETS,AWAY,PHILADELPHIA 76ERS,LOSS,918,1,1,1,1,2,2,0,0,1,0,0,0,2,4.6,2019-03-28
Jared Dudley,12543,dudleja01,BROOKLYN NETS,HOME,BOSTON CELTICS,WIN,1399,2,4,2,4,0,0,0,2,0,0,0,0,1,4.2,2019-03-30
Jared Terrell,286,terreja01,MINNESOTA TIMBERWOLVES,AWAY,BOSTON CELTICS,LOSS,167,0,3,0,1,0,0,1,0,1,0,0,0,0,-0.7,2019-01-02
